timestamp,USD_CNY,GBP_USD,EUR_USD
2026-04-03 04:03:51 UTC,6.8976,1.3209,1.1525
2026-04-03 04:22:25 UTC,6.8976,1.3209,1.1525
2026-04-03 04:25:46 UTC,6.8976,1.3209,1.1525
